spot_id,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23
0,0.5518795305579262,0.6117339580929506,0.4833490164029545,0.42318113585283607,0.20033754611698062,0.44615306429889506,0.2364357161075255,0.37927644751843786,0.39968014047405404,0.47133462070794596,0.5563403021799318,0.2726426677868304,0.5618746236654556,0.34126151380222924,0.32837460842284766,0.516807509534342,0.49111130528781394,0.7755189313921468,0.5385263195982313,0.4474163457300405,0.6534801388634661,0.46899226968114044,0.4872942767515237,0.3790262889134181
1,0.5857966510311241,0.5792228566661232,0.4824177880059339,0.461095079300899,0.21868749236674473,0.32572317435771125,0.4821672273071713,0.24554257246736363,0.4867518142734278,0.4153380716867489,0.6070217931530849,0.3664770871461859,0.5467265220710466,0.509008011524311,0.18027365645082638,0.6050664472455971,0.5182042733472523,0.7825476039615753,0.604824862741326,0.4320680933099391,0.5140112819501658,0.4873609688656234,0.6824807034372093,0.5239735792035095
2,0.5878911546883094,0.44340152632634,0.42694823824960176,0.20229032700928332,0.21545902978023718,0.49411361249623453,0.43577418369130594,0.2842735276995592,0.5481581417844305,0.5478821211717938,0.648750708614748,0.32313034334169766,0.5138506546211691,0.43587303247264275,0.30277730891458293,0.36809691744627443,0.4581935185170261,0.662710577990764,0.47162516979665553,0.5547733382109796,0.6233632140172556,0.44250309795506015,0.44764227580766514,0.337604613310715
3,0.5372768691481894,0.7271284670553821,0.4176992709057545,0.2990712898721976,0.41241152186826,0.4434024673359903,0.3011228289384753,0.28735077195458225,0.5763795576386154,0.5528269025132598,0.6198249834211389,0.28188012162135345,0.5121371985603994,0.48861328730827935,0.24809060229652838,0.48136272792824314,0.40283611058182706,0.7260430365129604,0.3485932349838575,0.39926829481191023,0.6750809316013543,0.4388871716170677,0.4146128475022557,0.4771690023701705
4,0.5216992624861285,0.6094552037115953,0.5341681074622684,0.30442696206331293,0.35375629105334894,0.36538180337709947,0.2677295021253348,0.008619495816314299,0.35276146739978986,0.4715984209978488,0.42356503435755033,0.26687486405754424,0.3829845057199398,0.5385379871506627,0.06638346815985599,0.34434418474428663,0.3794977714092198,0.6704440924960741,0.29676351665970446,0.40542145553661807,0.5035661798987603,0.3771357051166346,0.4245638912842735,0.39253522768008325
5,0.4993059221005723,0.5601436775341524,0.2802060343955269,0.3982867814433236,0.262877021788146,0.3451896154007446,0.37827044421347344,0.1733808849946062,0.2351229112641224,0.46190894030532714,0.3116412190004608,0.14246330846548774,0.34399707724491324,0.4128121766123727,0.3126872754458532,0.3923414536811439,0.27757506481308547,0.6827673703171513,0.49936414691476716,0.41841980157276515,0.38647453767844525,0.5583238354159039,0.4477113033477735,0.17594486979672247
6,0.38451188739670816,0.43704211793424885,0.4454026657200914,0.3729540183722893,0.35836492283609145,0.20675756707377704,0.23236515817092543,0.2047280510232227,0.2590910028649688,0.39662050046173036,0.4923383685481274,0.34896457124088154,0.27453184134338254,0.12192801533369316,0.2716208929809998,0.3607750431596147,0.3681131113903016,0.5723486092542431,0.3888335162363844,0.4031381603382419,0.34405061535457143,0.3612802571719042,0.4658015762311652,0.3121003779626396
7,0.45731956322207323,0.380126880696603,0.27977243628021925,0.1771640311119893,0.18495346583342254,0.230228796459956,0.14106992922713218,0.24868554572676974,0.19537290313983302,0.33361248954778866,0.3099912648826995,0.2530034507372485,0.32114950410801096,0.36137794101551923,0.17935353199206566,0.36843056139903857,0.289196181293328,0.45902192203420733,0.40849673250657265,0.2828813959349074,0.527650139984163,0.3397071568874774,0.4059688826756456,0.4054905698431838
8,0.4610546745300417,0.4256470514341032,0.310972618788559,0.261705070334761,0.34045708918479645,0.4464909723579704,0.3736530386713999,0.13808858892983175,0.4183090543374666,0.35851908357465173,0.4243627477912868,0.15302323451978345,0.3672200421916287,0.19635673518519575,0.1800687773131414,0.5212595510392485,0.4647334602232884,0.627415099377032,0.3637997612114644,0.3837599130922299,0.38712726047504553,0.3359335749455139,0.3635230534042463,0.20511402210541962
9,0.483036311269597,0.5581001233869295,0.38692720731560704,0.18409281939379218,0.10964360473827123,0.30172447519951406,0.09939823529586889,0.17150458754605996,0.46893803635753106,0.33899037574648383,0.3575832962059946,0.2686473507590002,0.4321841961670757,0.5217354011540252,0.26085355808790023,0.2942869759899353,0.269185561908641,0.8350231880020493,0.5417345290415663,0.23571084314308505,0.5098396617035333,0.30844800933774996,0.6218667134022181,0.3612713386503931
