spot_id,met_0,met_1,met_2,met_3,met_4,met_5,met_6,met_7,met_8,met_9,met_10,met_11
0,0.47038528923588446,0.5789805109834781,0.6918950988651742,0.5487112450216987,0.3019295964556409,0.5426956850483765,0.47611552044311983,0.5550547495013158,0.6614864479829284,0.6133693127082935,0.49219731965261165,0.5893418325387717
1,0.4544670671200513,0.8367586616814859,0.5297497029330148,0.6467884977653231,0.4380002288195215,0.6447301255249991,0.5786394453874103,0.6321731816003987,0.6590708120544551,0.7698240976584477,0.4471603840068642,0.5567858609633399
2,0.5714266630299965,0.5737625815556292,0.6005846988746515,0.6167399137001142,0.420530300183463,0.6726356746726752,0.4059391952028728,0.6466261105540501,0.4738254862935635,0.5845016677281644,0.55450077017307,0.5051650282172843
3,0.5553987837978226,0.6400414482456056,0.5828944297891614,0.3993698429209108,0.38757811900193667,0.5853782315629796,0.6014651370055344,0.5445335249255877,0.5712505928333376,0.5201795123605885,0.5016711215320393,0.5395614282798233
4,0.500839208853483,0.48420830257918346,0.5096329759335414,0.49844746972373205,0.42013187348201,0.4574503330958699,0.49818735436765393,0.5403651475526178,0.43889135585198796,0.4871342811955624,0.33913683545889584,0.5680700810463241
5,0.34276668502724716,0.5225387251951791,0.5100843745490218,0.387343985779304,0.4110582025227089,0.6253077901266735,0.44827985547478705,0.4349850213835778,0.5120247342613563,0.6473640071680974,0.4516303261100574,0.4553831521834848
6,0.3077464893786894,0.44011686776839226,0.49453898013669334,0.37834906855380707,0.11979788764907637,0.4874246537748898,0.3410973064049311,0.4778308499098738,0.46084207270141736,0.540411226894493,0.31924232234220673,0.39716472125101465
7,0.2913454339319963,0.5817319936194096,0.5576932575419368,0.5499848889918025,0.2929092736753433,0.633807568487883,0.2729798312566313,0.5481791917722829,0.368688698672675,0.5063589881899062,0.365058766010435,0.3852083716074269
8,0.44477186402916047,0.38580522316027194,0.5281714181052805,0.3044407897580833,0.37434303654224227,0.41671045466366097,0.42371315209604576,0.5834173520935708,0.48491478886233114,0.5846763717647853,0.3170046471919429,0.4506721987719961
9,0.4617006770445224,0.5657746644081707,0.49702344186601183,0.43812600927539885,0.32508194207464697,0.5217351272297075,0.3869268876285209,0.6283507802716851,0.3509845097698959,0.5972166766107538,0.5289638038088574,0.5046753840122589
10,0.3940209192484569,0.4993585959735701,0.5371735522316116,0.5029661044364351,0.3937782321304112,0.5547668010877984,0.38168220812951154,0.528016538999629,0.5134943767884206,0.5940161715696312,0.4301784300235897,0.5407637574181116
11,0.4475040365779603,0.5490451680599362,0.43755659067052644,0.5299211244901796,0.4371847801540128,0.49958812782277895,0.37139849560368154,0.6741719429963737,0.5607095260231943,0.5524766593959569,0.5323333126444166,0.48667596677625413
12,0.6377442007455444,0.6289731168705031,0.5357794443463074,0.49157234255520593,0.4584935901992018,0.5270688654013926,0.4601074260608973,0.5582959555469549,0.5719298644127766,0.6992470963929603,0.5031862074471476,0.5190204863246104
13,0.4577126006153737,0.6834881031355539,0.49308955703554,0.42874188482891185,0.474584768145572,0.6002892225062265,0.5922755102036836,0.681425362098648,0.45412121447731846,0.5895449434467614,0.620688780345591,0.5238055560486775
14,0.5325844062193248,0.6289331362447224,0.5894426702133059,0.6284698642575207,0.3816295954731173,0.6634230812674534,0.5256682216987664,0.676139757255392,0.4649997897612842,0.5605147164216414,0.41696833262772354,0.5927245664385713
15,0.4564132397590802,0.7779964618898868,0.7057914340561772,0.5731542221276955,0.2776249416549541,0.6954414937080592,0.6061378633612954,0.663504380424773,0.6165267310937105,0.6796393293232563,0.47604391066863316,0.4524380163261139
16,0.4458476268239605,0.6365936187822031,0.6172991851906854,0.39352530492659965,0.4006762841234784,0.6190484248963274,0.3965072976880635,0.624674665532615,0.4895402250860428,0.6656610437698759,0.5328615570182854,0.44534065675078555
17,0.5335620228138596,0.6586297030177896,0.5409244581686702,0.5677790977042934,0.3934184347288908,0.5670286804552251,0.478652047177532,0.5167558726330018,0.6515625658116952,0.7012378318765208,0.5551501042108302,0.34099911820628914
18,0.5033251121937732,0.6767497823669814,0.6216587263848888,0.6751991463917193,0.5127486003990003,0.5858975315422044,0.6873375678461804,0.5152912149043054,0.5573384750362734,0.636147184289882,0.5414028687769853,0.5747448344286578
19,0.6404182216227645,0.6943926163996691,0.5447115038325674,0.4844142303972455,0.2824792726709058,0.5830901583671998,0.5437581676622255,0.6848830200165286,0.7226222117798722,0.693806998293376,0.5959722882795497,0.3960303248221464
20,0.5322632613048864,0.6956253848219918,0.7476887856490753,0.6707157320072382,0.3696648870311492,0.588163326688709,0.5536592654996425,0.7063773982001033,0.6202495316492481,0.7707446823865921,0.5881640715842141,0.6239316604692118
21,0.5581529731355419,0.6433815757113441,0.5465028102697008,0.5534275078542876,0.4861569212709069,0.6434428430012779,0.48717733066500635,0.6510393815100751,0.45422354799813863,0.6375729635280747,0.5645521622001525,0.5972061228302269
22,0.6350499967642205,0.5911834161235978,0.49874323178750835,0.5733140296136451,0.4432583211855823,0.6673091122040622,0.5301566948471031,0.5997702158796929,0.5679031193867229,0.7457389267849514,0.5200520521019202,0.6032706351314422
23,0.609523649361662,0.6949642059343656,0.5732450481901273,0.41701154615773994,0.4465619288077546,0.7220951160741309,0.48742683092789707,0.5859650749325857,0.665556676909067,0.6289816143869733,0.5166859859671054,0.49541507099655707
24,0.6130889027079592,0.607302458846936,0.6231014687763676,0.6644287058737673,0.40797617958544546,0.6155287729337283,0.6075392227662434,0.6628292842552542,0.6206952326936672,0.628896868438346,0.5078138073458005,0.5594788979033425
25,0.6106346805598979,0.7285069098262228,0.6525600854713808,0.4763110784263363,0.49157904369865907,0.6186476821214075,0.5250494982909015,0.6494339961230063,0.4715054109001048,0.534011542194851,0.5616809397195613,0.5647125143153311
26,0.5918090934184401,0.6528485694997183,0.5884301049696596,0.6765701855410071,0.3322946201287458,0.4886180410149339,0.4936545560255165,0.6725499037775244,0.5294717492251675,0.5550973159183141,0.5009404304820224,0.5276691290128964
27,0.6740476175752902,0.5078699019835948,0.4869647884136282,0.46116769894091125,0.3939744563942111,0.530241961319385,0.4959071139828209,0.5381086299618797,0.45837950329016625,0.49993129199715197,0.40723412553891286,0.43743551944966286
28,0.3693598561221739,0.43576396293517683,0.4803362086041546,0.4869759640215515,0.41751285939312976,0.23758724337346337,0.3828266709895566,0.4776592105755769,0.3244025314014386,0.5344675520619068,0.45484209597209574,0.4385976464155332
29,0.4131974671340655,0.36525299808240697,0.4598790448992875,0.4018931853147922,0.30519098267013794,0.31692561909501804,0.28841348579986315,0.49890148502775333,0.3742976136940438,0.4572661851334681,0.39323464753525383,0.2716552891920543
