spot_id,met_0,met_1,met_2,met_3,met_4,met_5,met_6,met_7,met_8,met_9,met_10,met_11
0,0.6206117011170413,0.6200664009711023,0.527754412717539,0.6165279538923221,0.4916430053923617,0.7286545742577711,0.5414063052658609,0.4599293818484723,0.5518356287700421,0.6061278797578344,0.5534748990838003,0.592977453048956
1,0.5480327810256498,0.45448884385195715,0.4040081523023532,0.7727873525976962,0.7145240614033028,0.5786439247410168,0.49444573634440253,0.292144473384095,0.4203464395531109,0.4305428238802259,0.6819417183730243,0.5616491588806658
2,0.5671494457160549,0.46005794117065335,0.4490930801357629,0.6552782167730782,0.6279749243940159,0.7307213221503982,0.5204216052234221,0.5928065380900038,0.5199162010075111,0.3721511042069872,0.5959902815036118,0.5020070754655462
3,0.639412301605202,0.48952850359390293,0.3595462898487516,0.8427634411943826,0.5687058950565941,0.6539333321048378,0.5108409456172326,0.38838227250811275,0.5248108480312966,0.467298081085455,0.5001703076732842,0.5488570142381788
4,0.47672300666779643,0.5096692075518888,0.41756918729836245,0.5308111561372288,0.601805148956978,0.5736665939846058,0.3536145940482366,0.3504058853435168,0.4605730546108279,0.24229328476913262,0.6054408990374257,0.3820605714255927
5,0.47515770938197033,0.3660622965165856,0.4657568210135413,0.5509385640433978,0.35292848700674895,0.6256425251961595,0.331474272756976,0.26812971417498566,0.2859661764941276,0.31400481204458164,0.5098939827660212,0.5247644467575858
6,0.47809691596940346,0.4849138307700401,0.2255601235208826,0.5530400255473819,0.6403324054816204,0.6107641020010105,0.45258390783787766,0.3592383325667599,0.3264828715617545,0.3669509576481839,0.6223215907263302,0.4323570939437252
7,0.4297426503022699,0.42943602014765947,0.45507488684712494,0.5566781064477275,0.3927706197111116,0.4561106723872174,0.4043520522086217,0.5126468207081449,0.3658792925394609,0.34093905761036597,0.45852390925003816,0.46188706727560747
8,0.43729154245658824,0.5252784528826729,0.5289411422982095,0.4988919468693731,0.5170431184265118,0.40927466331759976,0.3943783936978799,0.3123875411476733,0.4103773373913524,0.40232272677405406,0.5359762677104672,0.4499876093010423
9,0.2186679641070042,0.4725962099568742,0.5613792397577259,0.5733056711717142,0.41923805400174263,0.5744130839955565,0.3952261266605658,0.4387400441288276,0.41661624762031463,0.4409417080916777,0.5689488124230231,0.4098804833638592
10,0.5489716985697818,0.4822575133367445,0.5357215728188375,0.6562138565144059,0.5757870477947351,0.7211551825885412,0.33574740917901735,0.4309257648901688,0.5128757298309479,0.3801815922785155,0.6050490701930423,0.39239925261096165
11,0.6209299200399854,0.48633587443856063,0.46144127581618166,0.6182324335024798,0.588291749113616,0.5404717663803825,0.4604448027622326,0.4497821969172689,0.43163862810591,0.601545268971615,0.5705190145379802,0.6586690219002126
12,0.5784234089542589,0.5265315903950076,0.5230188712491375,0.6575616447152395,0.6260529101358312,0.4825994700207364,0.511001837723865,0.4206900077368856,0.4584627442822159,0.4237983519851058,0.5213344171432884,0.5528949453704497
13,0.5318553270854287,0.5024009569972708,0.5167348007958165,0.68283768097065,0.6155690677671881,0.8310714896285158,0.3013977767264423,0.5817526540889735,0.575591275783893,0.44896175946798045,0.5575088666889839,0.4319298196918243
14,0.5150465269810853,0.5902936472203298,0.512856877966448,0.6701123284890768,0.5154261624005205,0.6641446968139719,0.619891028250492,0.5133186243053184,0.5085119706495181,0.6144928586869711,0.6468469393813475,0.5626908995004538
15,0.46199896666318924,0.3716582675734743,0.43645956698213595,0.5750093821628162,0.5980660911756462,0.6195239204722863,0.5751940535789569,0.5868688557772536,0.5176655842038681,0.6792990383398222,0.6295218377662077,0.5770139521134919
16,0.5578886319894016,0.5510477199328072,0.4873007485112166,0.5398653821596416,0.6362174074607423,0.6239148498129978,0.5602994042202812,0.5350996843812359,0.6646673243442094,0.5708923625003066,0.5191882753786874,0.6619509931930264
17,0.604357955099472,0.6119827702946563,0.6349976113878298,0.7913325131049681,0.6398005806631224,0.5925492987011899,0.5800405225114447,0.5042713418841815,0.5081065468120735,0.5595736895742488,0.5192271396515367,0.4869461872444233
18,0.5239713747812749,0.5250553334600542,0.498105430261521,0.8412610792299047,0.635852736180359,0.8718865057965943,0.48478591708427016,0.5244804393846921,0.5388701556568358,0.5401075230049099,0.6389732841727152,0.6883030567438542
19,0.5610740765155139,0.6674916927293473,0.41117912627128994,0.7634987298196191,0.7263025278943155,0.693935953298867,0.44478450273958375,0.6179356899745967,0.3856391247629163,0.36845902987369167,0.4921950068266301,0.6833394408800404
20,0.5822071009935905,0.5425765909236263,0.4188798392044929,0.7025478606852716,0.5131158407743959,0.5386657755798938,0.5130717714258106,0.5358744342775732,0.3763487623069101,0.6017677162818541,0.5787356224302059,0.6087928651696121
21,0.578895880570988,0.5322482179844631,0.4808225598627827,0.7750620657488594,0.7820574264986221,0.7952511478661307,0.48560881813083195,0.40378878667967166,0.455501871409986,0.6138687645368138,0.461605856411649,0.5362575530996238
22,0.4344240012218857,0.5378968172942102,0.4912640042069418,0.7362687754873876,0.4914391727440223,0.7589694404441334,0.3643136879098555,0.41354675891096543,0.43181485787331997,0.36017210981945236,0.6259572170918031,0.4759927223408256
23,0.5066762280520468,0.590837446918288,0.3359062261581152,0.7465119131294093,0.6483405348238342,0.6900663677059679,0.36657060897095783,0.4342729453238847,0.4976801975964714,0.4633737574822145,0.7842776633716094,0.6554125802009046
24,0.7135463660299016,0.5156062643015924,0.4554161139510942,0.6608984764323749,0.553631327378998,0.6870212988968132,0.3714902084525699,0.601761120001856,0.5647785358414916,0.5808552422964378,0.5616760456884446,0.6473377676567709
25,0.4813982083357326,0.5893849421136997,0.37701250533938846,0.6746238220628032,0.529543481555331,0.5596969996972757,0.45118750419542586,0.42861305837700736,0.4607273010639808,0.6523719140447718,0.6057711999479576,0.5876114198881582
26,0.6233469249792754,0.49429073631640397,0.31663180622518594,0.6916981033843973,0.49890799039214945,0.6639740842696693,0.3779598409833845,0.48925158203011804,0.4677960354658659,0.3624667878836847,0.4573779397430451,0.582435391874835
