spot_id,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23
0,0.3563203612743454,0.37130627690835316,0.4290039781674822,0.624524491861637,0.48377661820828266,0.31725791088084204,0.44840954242371706,0.4694690635147771,0.6245188397272118,0.3885134161726281,0.6169738523247332,0.6884073797222419,0.5553794184000083,0.42868831290874354,0.2637518565500929,0.3570037261942144,0.5548948482248901,0.8268623792739738,0.4287532857595364,0.38310933202180736,0.49791651704082623,0.3392418681837769,0.39834779546671206,0.43061031157123925
1,0.48039027992399064,0.39684692597364346,0.44000271299832705,0.4758279487738416,0.5484938102723718,0.2364497589309412,0.40237421977594046,0.3296831799303499,0.4378620522171505,0.5123224220296997,0.3937985029532951,0.6314433618202332,0.42015714764833817,0.5272274891287471,0.4330756287754134,0.28867986736858764,0.4967664413449663,0.7854365001158857,0.4853489744584354,0.40244430479542653,0.5940757085559673,0.28117599000371263,0.4478063194353823,0.5640671993183006
2,0.305813707171291,0.4216573830972615,0.466630862267461,0.4868900290074803,0.5116985574253099,0.2850487228345319,0.665655524276679,0.4537256045524033,0.40673933693451375,0.46983556655681574,0.4517451306327763,0.5496590949214979,0.5245935684239926,0.4713810594877925,0.49875359055462776,0.45703214936691905,0.49041861693822203,0.5564029930611093,0.3948446423222986,0.4890602417752229,0.4969936973172183,0.21918373411752223,0.4506799772370253,0.48783488142415915
3,0.44881345179705223,0.41808754236266904,0.435988581390056,0.6867470819823761,0.30291519764126523,0.27719220294825564,0.356426902845211,0.22309509527970062,0.3865481003081317,0.37472686561448504,0.27852638483126735,0.5884434526534394,0.5668072222287895,0.5403485279456447,0.28051169247572594,0.2519067262034189,0.44878654479602076,0.546643209564054,0.4509069394580132,0.42170363262573834,0.43247374724265075,0.14888218231018174,0.38821161604290383,0.5647447592676482
4,0.4052173139888413,0.5278687542208229,0.2320713225584515,0.4121587673679963,0.3415186136550135,0.12145102171921487,0.575387908601258,0.3752544306912644,0.31424516653316514,0.41605532917781346,0.5535129838176513,0.5105428083922594,0.397961557512728,0.3990977410302978,0.29888486433793826,0.27490733788695254,0.4085553466704911,0.5940771900337274,0.32728838261420545,0.31619053006033393,0.5144285688957866,0.3581393915891463,0.372005322237111,0.40709858221025863
5,0.38818949671529757,0.2690033674345351,0.3688393171487273,0.4541926842450112,0.3045046827247311,0.2643312493202159,0.34100608833110757,0.21812774127655513,0.2893119559661107,0.39253283702527814,0.4781626819276546,0.45814058538221464,0.48266647028656573,0.49328151100953915,0.28675767208316233,0.2526126841544484,0.25152327892341725,0.5534234338275619,0.5529437448181775,0.34826303233520306,0.5732004338314886,0.245925852952496,0.1182651674149317,0.29364845308585685
6,0.3000955843784003,0.37633911169042283,0.3567924243056433,0.4858194155135518,0.2624570100069389,0.09556226754505472,0.3801671423284337,0.41996959947993123,0.17001119927181008,0.4123208802936939,0.32841326840998203,0.510680611056376,0.41255551965636567,0.453316231438823,0.2963332228394124,0.25091744853364745,0.35256279091130904,0.5285510400544892,0.37180590607117914,0.4022915936952316,0.42192128259842676,0.2721643557553968,0.23470391985508537,0.23883739239374996
7,0.13889282522715055,0.33157768270722615,0.43429049662968977,0.3852846545687818,0.29231266190615485,0.08721354922861128,0.4550236657943386,0.22609698604196785,0.48194865910191076,0.2751827161221019,0.3878269982588706,0.4396588816612226,0.2818050884354846,0.4796003179300049,0.14780502988259087,0.15602640993075792,0.1515838773540566,0.6033327581696843,0.3134358624529261,0.37083061508682,0.5405359766425889,0.16911480618540156,0.2678983604916778,0.4010641347471028
8,0.28309567407714054,0.30824578018157717,0.26308467973546845,0.3522616030094987,0.37382364281961794,0.23840050023276524,0.3408052258261682,0.372125187173485,0.33057020476201626,0.3477831996252289,0.4039609706465203,0.5140296017457272,0.4221540346200371,0.3395297541466569,0.26274637749641117,0.20685481314099155,0.3046354605910327,0.4022638711834058,0.3617741731215629,0.3596997440370058,0.36896846644296505,0.13322589439203972,0.3711934940455268,0.41074795267552916
9,0.3606295386207268,0.3107783069121951,0.48270220275357023,0.3558011212181157,0.18380467170638143,0.10652842487220189,0.23930691654120914,0.3813379252321085,0.20018746552598093,0.35441364595086505,0.4542119404601999,0.38544719275611294,0.47626557111135603,0.26252840118954385,0.26446633133094466,0.26315766945711916,0.4203598081890997,0.5575630275240434,0.4944225546714373,0.27127852336881064,0.34588568305571044,0.1606367549343744,0.3779042246171046,0.43423295795508743
